InteractionID	UniprotID_A	UniprotName_A	GeneName_A	UniprotID_B	UniprotName_B	GeneName_B	Experiments	Methods	Publications	3DStructures	CurationEvents
3395025	O00159	MYO1C_HUMAN	MYO1C	O75533	SF3B1_HUMAN	SF3B1	2	2	2	0	2
3395026	O00159	MYO1C_HUMAN	MYO1C	Q16643	DREB_HUMAN	DBN1	2	2	2	0	3
3395027	O00159	MYO1C_HUMAN	MYO1C	P12268	IMDH2_HUMAN	IMPDH2	2	2	2	0	2
3395028	O00159	MYO1C_HUMAN	MYO1C	P26583	HMGB2_HUMAN	HMGB2	2	2	2	0	2
3395029	O00159	MYO1C_HUMAN	MYO1C	O43795	MYO1B_HUMAN	MYO1B	2	2	2	0	2
3395031	O00159	MYO1C_HUMAN	MYO1C	Q96FS4	SIPA1_HUMAN	SIPA1	2	2	2	0	2
3395033	O00159	MYO1C_HUMAN	MYO1C	Q96RN5	MED15_HUMAN	MED15	2	2	2	0	2
3395034	O00159	MYO1C_HUMAN	MYO1C	Q9H2D6	TARA_HUMAN	TRIOBP	2	2	2	0	2
3395035	O00159	MYO1C_HUMAN	MYO1C	Q9Y6N5	SQRD_HUMAN	SQRDL	2	2	2	0	2
3395036	O00159	MYO1C_HUMAN	MYO1C	O94875	SRBS2_HUMAN	SORBS2	2	2	2	0	2
3395037	O00159	MYO1C_HUMAN	MYO1C	O15143	ARC1B_HUMAN	ARPC1B	2	2	2	0	2
3395038	O00159	MYO1C_HUMAN	MYO1C	Q86SQ0	PHLB2_HUMAN	PHLDB2	2	2	2	0	2
3395039	O00159	MYO1C_HUMAN	MYO1C	P28289	TMOD1_HUMAN	TMOD1	2	2	2	0	2
3395040	O00159	MYO1C_HUMAN	MYO1C	Q71RC2	LARP4_HUMAN	LARP4	2	2	2	0	2
3395041	O00159	MYO1C_HUMAN	MYO1C	Q9H0L4	CSTFT_HUMAN	CSTF2T	2	2	2	0	2
3395042	O00159	MYO1C_HUMAN	MYO1C	P62158	CALM_HUMAN	CALM3	2	2	2	1	2
3395043	O00159	MYO1C_HUMAN	MYO1C	Q13813	SPTN1_HUMAN	SPTAN1	2	2	2	0	2
3395044	O00159	MYO1C_HUMAN	MYO1C	Q13435	SF3B2_HUMAN	SF3B2	2	2	2	0	2
3395045	O00159	MYO1C_HUMAN	MYO1C	O14639	ABLM1_HUMAN	ABLIM1	2	2	2	0	2
3395047	O00159	MYO1C_HUMAN	MYO1C	Q96N67	DOCK7_HUMAN	DOCK7	2	2	2	0	2
3395048	O00159	MYO1C_HUMAN	MYO1C	Q12792	TWF1_HUMAN	TWF1	2	2	2	0	2
3395049	O00159	MYO1C_HUMAN	MYO1C	Q53F19	NCBP3_HUMAN	NCBP3	2	2	2	0	2
3395050	O00159	MYO1C_HUMAN	MYO1C	Q9ULV4	COR1C_HUMAN	CORO1C	2	2	2	0	2
3395051	O00159	MYO1C_HUMAN	MYO1C	Q9Y5L4	TIM13_HUMAN	TIMM13	2	2	2	0	2
3395052	O00159	MYO1C_HUMAN	MYO1C	P80723	BASP1_HUMAN	BASP1	2	2	2	0	2
3395054	O00159	MYO1C_HUMAN	MYO1C	P62136	PP1A_HUMAN	PPP1CA	2	2	2	0	2
3395055	O00159	MYO1C_HUMAN	MYO1C	Q93074	MED12_HUMAN	MED12	2	2	2	0	2
3395056	O00159	MYO1C_HUMAN	MYO1C	Q5M775	CYTSB_HUMAN	SPECC1	2	2	2	0	2
3395057	O00159	MYO1C_HUMAN	MYO1C	Q155Q3	DIXC1_HUMAN	DIXDC1	2	2	2	0	2
3395058	O00159	MYO1C_HUMAN	MYO1C	Q01082	SPTB2_HUMAN	SPTBN1	2	2	2	0	3
3395060	O00159	MYO1C_HUMAN	MYO1C	Q9H0G5	NSRP1_HUMAN	NSRP1	2	2	2	0	2
3395061	O00159	MYO1C_HUMAN	MYO1C	Q8WX93	PALLD_HUMAN	PALLD	2	2	2	0	2
3395062	O00159	MYO1C_HUMAN	MYO1C	Q7Z460	CLAP1_HUMAN	CLASP1	2	2	2	0	2
3395063	O00159	MYO1C_HUMAN	MYO1C	A1L390	PKHG3_HUMAN	PLEKHG3	2	2	2	0	2
3395064	O00159	MYO1C_HUMAN	MYO1C	Q8IVT2	MISP_HUMAN	MISP	2	2	2	0	2
3395065	O00159	MYO1C_HUMAN	MYO1C	Q6WCQ1	MPRIP_HUMAN	MPRIP	2	2	2	0	2
3395066	O00159	MYO1C_HUMAN	MYO1C	P35611	ADDA_HUMAN	ADD1	2	2	2	0	2
3395067	O00159	MYO1C_HUMAN	MYO1C	Q13347	EIF3I_HUMAN	EIF3I	2	2	2	0	2
3395068	O00159	MYO1C_HUMAN	MYO1C	Q9BSF4	CS052_HUMAN	C19orf52	2	2	2	0	2
3395069	O00159	MYO1C_HUMAN	MYO1C	Q9NVS9	PNPO_HUMAN	PNPO	2	2	2	0	2
3395070	O00159	MYO1C_HUMAN	MYO1C	O75083	WDR1_HUMAN	WDR1	2	2	2	0	2
3395071	O00159	MYO1C_HUMAN	MYO1C	P60981	DEST_HUMAN	DSTN	2	2	2	0	2
3395072	O00159	MYO1C_HUMAN	MYO1C	Q9H3U1	UN45A_HUMAN	UNC45A	2	2	2	0	2
3395073	O00159	MYO1C_HUMAN	MYO1C	Q7Z4V5	HDGR2_HUMAN	HDGFRP2	2	2	2	0	2
3395074	O00159	MYO1C_HUMAN	MYO1C	Q6IN84	MRM1_HUMAN	MRM1	2	2	2	0	2
3395075	O00159	MYO1C_HUMAN	MYO1C	Q8IWX8	CHERP_HUMAN	CHERP	2	2	2	0	2
3395077	O00159	MYO1C_HUMAN	MYO1C	P28290	SSFA2_HUMAN	SSFA2	2	2	2	0	2
3395078	O00159	MYO1C_HUMAN	MYO1C	O15145	ARPC3_HUMAN	ARPC3	2	2	2	0	2
3395080	O00159	MYO1C_HUMAN	MYO1C	Q9UDY2	ZO2_HUMAN	TJP2	2	2	2	0	2
3395081	O00159	MYO1C_HUMAN	MYO1C	Q96EV2	RBM33_HUMAN	RBM33	2	2	2	0	2
3395082	O00159	MYO1C_HUMAN	MYO1C	Q5T5U3	RHG21_HUMAN	ARHGAP21	2	2	2	0	2
3395083	O00159	MYO1C_HUMAN	MYO1C	P20839	IMDH1_HUMAN	IMPDH1	2	2	2	0	2
3395084	O00159	MYO1C_HUMAN	MYO1C	P35269	T2FA_HUMAN	GTF2F1	2	2	2	0	2
3395085	O00159	MYO1C_HUMAN	MYO1C	O15020	SPTN2_HUMAN	SPTBN2	2	2	2	0	2
3395086	O00159	MYO1C_HUMAN	MYO1C	Q13045	FLII_HUMAN	FLII	2	2	2	0	2
3395087	O00159	MYO1C_HUMAN	MYO1C	Q9H3F6	BACD3_HUMAN	KCTD10	2	2	2	0	2
3395088	O00159	MYO1C_HUMAN	MYO1C	Q8IX12	CCAR1_HUMAN	CCAR1	2	2	2	0	2
3395089	O00159	MYO1C_HUMAN	MYO1C	P98175	RBM10_HUMAN	RBM10	2	2	2	0	2
3395090	O00159	MYO1C_HUMAN	MYO1C	Q9Y4I1	MYO5A_HUMAN	MYO5A	2	2	2	0	2
3395091	O00159	MYO1C_HUMAN	MYO1C	P47755	CAZA2_HUMAN	CAPZA2	2	2	2	0	3
3395092	O00159	MYO1C_HUMAN	MYO1C	Q13838	DX39B_HUMAN	DDX39B	2	2	2	0	2
3395093	O00159	MYO1C_HUMAN	MYO1C	Q8WW12	PCNP_HUMAN	PCNP	2	2	2	0	2
3395094	O00159	MYO1C_HUMAN	MYO1C	Q8N573	OXR1_HUMAN	OXR1	2	2	2	0	2
3395095	O00159	MYO1C_HUMAN	MYO1C	P63261	ACTG_HUMAN	ACTG1	2	2	2	0	2
3395096	O00159	MYO1C_HUMAN	MYO1C	Q4KMQ1	TPRN_HUMAN	TPRN	2	2	2	0	2
3395097	O00159	MYO1C_HUMAN	MYO1C	Q9Y2X0	MED16_HUMAN	MED16	2	2	2	0	2
3395098	O00159	MYO1C_HUMAN	MYO1C	O43707	ACTN4_HUMAN	ACTN4	2	2	2	0	2
3395099	O00159	MYO1C_HUMAN	MYO1C	Q8N556	AFAP1_HUMAN	AFAP1	2	2	2	0	2
3395100	O00159	MYO1C_HUMAN	MYO1C	Q9BQ61	CS043_HUMAN	C19orf43	2	2	2	0	2
3566316	O00159	MYO1C_HUMAN	MYO1C	Q9UIG0	BAZ1B_HUMAN	BAZ1B	2	2	2	0	2
3630481	O00159	MYO1C_HUMAN	MYO1C	P22681	CBL_HUMAN	CBL	2	2	2	0	2
3380331	O00161	SNP23_HUMAN	SNAP23	O00161	SNP23_HUMAN	SNAP23	3	3	2	0	3
3385873	O00161	SNP23_HUMAN	SNAP23	P51809	VAMP7_HUMAN	VAMP7	4	3	3	0	4
3431478	O00161	SNP23_HUMAN	SNAP23	O75558	STX11_HUMAN	STX11	13	8	5	0	14
3548882	O00161	SNP23_HUMAN	SNAP23	P63027	VAMP2_HUMAN	VAMP2	5	3	3	0	5
3560092	O00161	SNP23_HUMAN	SNAP23	Q12846	STX4_HUMAN	STX4	13	5	9	0	16
3369474	O00165	HAX1_HUMAN	HAX1	O14980	XPO1_HUMAN	XPO1	2	2	2	0	2
3335791	O00167	EYA2_HUMAN	EYA2	Q15475	SIX1_HUMAN	SIX1	4	3	4	0	6
3556940	O00167	EYA2_HUMAN	EYA2	Q9UIU6	SIX4_HUMAN	SIX4	2	2	2	0	2
3378672	O00170	AIP_HUMAN	AIP	Q15185	TEBP_HUMAN	PTGES3	5	4	4	0	6
3565123	O00170	AIP_HUMAN	AIP	P27540	ARNT_HUMAN	ARNT	2	2	2	0	2
3567163	O00170	AIP_HUMAN	AIP	P07900	HS90A_HUMAN	HSP90AA1	6	3	6	0	7
3553061	O00175	CCL24_HUMAN	CCL24	P51677	CCR3_HUMAN	CCR3	2	2	2	0	2
3725826	O00178	GTPB1_HUMAN	GTPBP1	P05067	A4_HUMAN	APP	2	1	2	0	2
3559668	O00180	KCNK1_HUMAN	KCNK1	P63279	UBC9_HUMAN	UBE2I	2	2	2	0	2
3548942	O00186	STXB3_HUMAN	STXBP3	Q12846	STX4_HUMAN	STX4	4	3	4	0	5
3412599	O00189	AP4M1_HUMAN	AP4M1	Q68CP9	ARID2_HUMAN	ARID2	2	2	2	0	2
3412600	O00189	AP4M1_HUMAN	AP4M1	Q14207	NPAT_HUMAN	NPAT	2	2	2	0	2
3412601	O00189	AP4M1_HUMAN	AP4M1	Q8WVM0	TFB1M_HUMAN	TFB1M	2	2	2	0	2
3412602	O00189	AP4M1_HUMAN	AP4M1	P12268	IMDH2_HUMAN	IMPDH2	2	2	2	0	2
3412603	O00189	AP4M1_HUMAN	AP4M1	Q9Y587	AP4S1_HUMAN	AP4S1	2	2	2	0	4
3412604	O00189	AP4M1_HUMAN	AP4M1	Q9Y3C7	MED31_HUMAN	MED31	2	2	2	0	2
3412605	O00189	AP4M1_HUMAN	AP4M1	Q9Y3D9	RT23_HUMAN	MRPS23	2	2	2	0	2
3412606	O00189	AP4M1_HUMAN	AP4M1	P17096	HMGA1_HUMAN	HMGA1	2	2	2	0	2
3412607	O00189	AP4M1_HUMAN	AP4M1	Q5VUA4	ZN318_HUMAN	ZNF318	2	2	2	0	2
3412608	O00189	AP4M1_HUMAN	AP4M1	Q9BSF4	CS052_HUMAN	C19orf52	2	2	2	0	2
3412610	O00189	AP4M1_HUMAN	AP4M1	Q96N21	AP4AT_HUMAN	ENTHD2	2	2	2	0	3
3412611	O00189	AP4M1_HUMAN	AP4M1	O00257	CBX4_HUMAN	CBX4	2	2	2	0	2
3412612	O00189	AP4M1_HUMAN	AP4M1	Q7Z6K5	ARPIN_HUMAN	ARPIN	2	2	2	0	2
3412614	O00189	AP4M1_HUMAN	AP4M1	Q96GC5	RM48_HUMAN	MRPL48	2	2	2	0	2
3412616	O00189	AP4M1_HUMAN	AP4M1	P31751	AKT2_HUMAN	AKT2	2	2	2	0	2
3412617	O00189	AP4M1_HUMAN	AP4M1	O60294	TYW4_HUMAN	LCMT2	2	2	2	0	2
3412619	O00189	AP4M1_HUMAN	AP4M1	P11233	RALA_HUMAN	RALA	2	2	2	0	2
3412620	O00189	AP4M1_HUMAN	AP4M1	Q10471	GALT2_HUMAN	GALNT2	2	2	2	0	2
3412621	O00189	AP4M1_HUMAN	AP4M1	Q9H967	WDR76_HUMAN	WDR76	2	2	2	0	2
3437042	O00194	RB27B_HUMAN	RAB27B	Q8TDW5	SYTL5_HUMAN	SYTL5	5	5	2	0	5
3555769	O00194	RB27B_HUMAN	RAB27B	Q96C24	SYTL4_HUMAN	SYTL4	4	3	2	0	4
3653965	O00194	RB27B_HUMAN	RAB27B	Q8IYJ3	SYTL1_HUMAN	SYTL1	2	2	2	0	2
3653966	O00194	RB27B_HUMAN	RAB27B	Q9HCH5	SYTL2_HUMAN	SYTL2	2	2	2	0	2
3316123	O00198	HRK_HUMAN	HRK	Q07817	B2CL1_HUMAN	BCL2L1	11	8	7	0	12
3318585	O00198	HRK_HUMAN	HRK	Q07820	MCL1_HUMAN	MCL1	2	2	2	0	2
3569726	O00198	HRK_HUMAN	HRK	P10415	BCL2_HUMAN	BCL2	4	4	2	0	4
3729933	O00203	AP3B1_HUMAN	AP3B1	O14617	AP3D1_HUMAN	AP3D1	3	1	3	0	3
3730102	O00203	AP3B1_HUMAN	AP3B1	Q92572	AP3S1_HUMAN	AP3S1	4	2	4	0	4
3767920	O00203	AP3B1_HUMAN	AP3B1	Q9Y2T2	AP3M1_HUMAN	AP3M1	3	2	3	0	3
3330262	O00206	TLR4_HUMAN	TLR4	Q9Y6Y9	LY96_HUMAN	LY96	7	6	5	3	9
3346141	O00206	TLR4_HUMAN	TLR4	P09429	HMGB1_HUMAN	HMGB1	2	2	2	0	2
3571146	O00206	TLR4_HUMAN	TLR4	Q8IUC6	TCAM1_HUMAN	TICAM1	3	2	3	0	3
3681506	O00206	TLR4_HUMAN	TLR4	P12931	SRC_HUMAN	SRC	2	1	2	0	3
3328179	O00213	APBB1_HUMAN	APBB1	O94985	CSTN1_HUMAN	CLSTN1	2	2	2	0	2
3362452	O00213	APBB1_HUMAN	APBB1	Q07954	LRP1_HUMAN	LRP1	5	4	2	0	6
3418358	O00213	APBB1_HUMAN	APBB1	Q06481	APLP2_HUMAN	APLP2	5	4	5	0	5
3554851	O00213	APBB1_HUMAN	APBB1	O00213	APBB1_HUMAN	APBB1	2	2	2	3	2
3561197	O00213	APBB1_HUMAN	APBB1	Q8N8S7	ENAH_HUMAN	ENAH	2	2	2	0	2
3570475	O00213	APBB1_HUMAN	APBB1	P51693	APLP1_HUMAN	APLP1	3	3	3	0	3
3430697	O00214	LEG8_HUMAN	LGALS8	Q86VP1	TAXB1_HUMAN	TAX1BP1	5	5	2	0	6
3550054	O00214	LEG8_HUMAN	LGALS8	P13612	ITA4_HUMAN	ITGA4	4	3	2	0	5
3556246	O00214	LEG8_HUMAN	LGALS8	P26006	ITA3_HUMAN	ITGA3	4	3	2	0	5
3567657	O00214	LEG8_HUMAN	LGALS8	P05556	ITB1_HUMAN	ITGB1	4	3	2	0	5
3573096	O00217	NDUS8_HUMAN	NDUFS8	O75306	NDUS2_HUMAN	NDUFS2	2	2	2	0	2
3335972	O00220	TR10A_HUMAN	TNFRSF10A	O14763	TR10B_HUMAN	TNFRSF10B	5	3	4	0	7
3335977	O00220	TR10A_HUMAN	TNFRSF10A	Q92851	CASPA_HUMAN	CASP10	2	2	2	0	3
3335978	O00220	TR10A_HUMAN	TNFRSF10A	O15519	CFLAR_HUMAN	CFLAR	5	3	4	0	6
3335979	O00220	TR10A_HUMAN	TNFRSF10A	Q13158	FADD_HUMAN	FADD	8	3	7	0	9
3335980	O00220	TR10A_HUMAN	TNFRSF10A	Q13618	CUL3_HUMAN	CUL3	2	2	2	0	3
3316885	O00221	IKBE_HUMAN	NFKBIE	Q04864	REL_HUMAN	REL	8	4	5	0	11
3317694	O00221	IKBE_HUMAN	NFKBIE	Q04206	TF65_HUMAN	RELA	7	6	3	0	9
3317771	O00221	IKBE_HUMAN	NFKBIE	Q01201	RELB_HUMAN	RELB	2	2	2	0	2
3548695	O00230	CORT_HUMAN	CORT	P30872	SSR1_HUMAN	SSTR1	2	2	2	0	2
3548710	O00230	CORT_HUMAN	CORT	P35346	SSR5_HUMAN	SSTR5	2	2	2	0	2
3327139	O00231	PSD11_HUMAN	PSMD11	P55036	PSMD4_HUMAN	PSMD4	3	2	3	0	3
3422229	O00231	PSD11_HUMAN	PSMD11	Q15008	PSMD6_HUMAN	PSMD6	5	3	4	0	5
3422358	O00231	PSD11_HUMAN	PSMD11	P43686	PRS6B_HUMAN	PSMC4	5	3	4	0	5
3423752	O00231	PSD11_HUMAN	PSMD11	Q9UNM6	PSD13_HUMAN	PSMD13	5	3	4	0	5
3727609	O00231	PSD11_HUMAN	PSMD11	O00232	PSD12_HUMAN	PSMD12	4	2	4	0	4
3727610	O00231	PSD11_HUMAN	PSMD11	Q99460	PSMD1_HUMAN	PSMD1	3	1	3	0	3
3727612	O00231	PSD11_HUMAN	PSMD11	Q13200	PSMD2_HUMAN	PSMD2	2	1	2	0	2
3727616	O00231	PSD11_HUMAN	PSMD11	O43242	PSMD3_HUMAN	PSMD3	3	1	3	0	3
3727618	O00231	PSD11_HUMAN	PSMD11	P48556	PSMD8_HUMAN	PSMD8	3	1	3	0	3
3318415	O00232	PSD12_HUMAN	PSMD12	Q9Y4K3	TRAF6_HUMAN	TRAF6	4	4	2	0	5
3352259	O00232	PSD12_HUMAN	PSMD12	P60228	EIF3E_HUMAN	EIF3E	4	3	3	0	6
3352260	O00232	PSD12_HUMAN	PSMD12	P62333	PRS10_HUMAN	PSMC6	6	3	5	0	6
3422207	O00232	PSD12_HUMAN	PSMD12	Q15008	PSMD6_HUMAN	PSMD6	6	3	5	0	6
3423753	O00232	PSD12_HUMAN	PSMD12	Q9UNM6	PSD13_HUMAN	PSMD13	7	4	6	0	7
3727611	O00232	PSD12_HUMAN	PSMD12	Q99460	PSMD1_HUMAN	PSMD1	4	2	4	0	4
3727613	O00232	PSD12_HUMAN	PSMD12	Q13200	PSMD2_HUMAN	PSMD2	3	2	3	0	3
3727619	O00232	PSD12_HUMAN	PSMD12	P48556	PSMD8_HUMAN	PSMD8	3	2	3	0	3
3336381	O00233	PSMD9_HUMAN	PSMD9	P17980	PRS6A_HUMAN	PSMC3	9	7	4	0	15
3336387	O00233	PSMD9_HUMAN	PSMD9	P62333	PRS10_HUMAN	PSMC6	12	8	7	0	17
3360566	O00233	PSMD9_HUMAN	PSMD9	Q9HCM9	TRI39_HUMAN	TRIM39	5	4	2	0	6
3386760	O00233	PSMD9_HUMAN	PSMD9	Q8TB24	RIN3_HUMAN	RIN3	2	2	2	0	2
3777669	O00233	PSMD9_HUMAN	PSMD9	P09651	ROA1_HUMAN	HNRNPA1	5	4	2	0	6
3338062	O00237	RN103_HUMAN	RNF103	P61088	UBE2N_HUMAN	UBE2N	4	2	3	0	4
3710176	O00237	RN103_HUMAN	RNF103	Q96LR5	UB2E2_HUMAN	UBE2E2	2	1	2	0	2
3335610	O00238	BMR1B_HUMAN	BMPR1B	P12643	BMP2_HUMAN	BMP2	3	3	3	0	5
3552268	O00238	BMR1B_HUMAN	BMPR1B	Q13873	BMPR2_HUMAN	BMPR2	4	3	2	0	5
3552406	O00238	BMR1B_HUMAN	BMPR1B	P12644	BMP4_HUMAN	BMP4	2	2	2	0	2
3552646	O00238	BMR1B_HUMAN	BMPR1B	P18075	BMP7_HUMAN	BMP7	2	2	2	0	2
3555377	O00238	BMR1B_HUMAN	BMPR1B	O00238	BMR1B_HUMAN	BMPR1B	2	2	2	1	2
3559054	O00238	BMR1B_HUMAN	BMPR1B	O43541	SMAD6_HUMAN	SMAD6	3	2	3	0	3
3313435	O00241	SIRB1_HUMAN	SIRPB1	O43914	TYOBP_HUMAN	TYROBP	5	4	2	0	8
3550258	O00244	ATOX1_HUMAN	ATOX1	Q04656	ATP7A_HUMAN	ATP7A	4	3	3	0	4
3570049	O00253	AGRP_HUMAN	AGRP	P32245	MC4R_HUMAN	MC4R	3	2	2	0	3
3333309	O00255	MEN1_HUMAN	MEN1	O75475	PSIP1_HUMAN	PSIP1	4	4	2	1	4
3566730	O00255	MEN1_HUMAN	MEN1	Q15291	RBBP5_HUMAN	RBBP5	4	3	3	0	6
3566781	O00255	MEN1_HUMAN	MEN1	Q9UBL3	ASH2L_HUMAN	ASH2L	7	5	4	0	9
3665664	O00255	MEN1_HUMAN	MEN1	P68431	H31_HUMAN	HIST1H3J	2	2	2	0	2
3665665	O00255	MEN1_HUMAN	MEN1	P24928	RPB1_HUMAN	POLR2A	3	3	2	0	3
3328577	O00257	CBX4_HUMAN	CBX4	P35226	BMI1_HUMAN	BMI1	13	5	12	0	15
3331685	O00257	CBX4_HUMAN	CBX4	Q01826	SATB1_HUMAN	SATB1	2	1	2	0	3
3354373	O00257	CBX4_HUMAN	CBX4	Q06587	RING1_HUMAN	RING1	10	7	7	0	11
3354375	O00257	CBX4_HUMAN	CBX4	P27348	1433T_HUMAN	YWHAQ	3	3	3	0	3
3354376	O00257	CBX4_HUMAN	CBX4	P31946	1433B_HUMAN	YWHAB	3	3	2	0	4
3354381	O00257	CBX4_HUMAN	CBX4	P78364	PHC1_HUMAN	PHC1	7	4	7	0	9
3354384	O00257	CBX4_HUMAN	CBX4	Q8NDX5	PHC3_HUMAN	PHC3	2	2	2	0	2
3354393	O00257	CBX4_HUMAN	CBX4	Q8IXK0	PHC2_HUMAN	PHC2	2	2	2	0	2
3410303	O00257	CBX4_HUMAN	CBX4	Q7Z7F7	RM55_HUMAN	MRPL55	2	2	2	0	2
3410305	O00257	CBX4_HUMAN	CBX4	P60660	MYL6_HUMAN	MYL6	2	2	2	0	2
3410306	O00257	CBX4_HUMAN	CBX4	Q9UHA2	S18L2_HUMAN	SS18L2	2	2	2	0	2
3410307	O00257	CBX4_HUMAN	CBX4	Q9P2X3	IMPCT_HUMAN	IMPACT	2	2	2	0	2
3410309	O00257	CBX4_HUMAN	CBX4	Q96EY4	TMA16_HUMAN	TMA16	2	2	2	0	2
3410311	O00257	CBX4_HUMAN	CBX4	O95785	WIZ_HUMAN	WIZ	2	2	2	0	2
3410312	O00257	CBX4_HUMAN	CBX4	P25391	LAMA1_HUMAN	LAMA1	2	2	2	0	2
3410314	O00257	CBX4_HUMAN	CBX4	Q06609	RAD51_HUMAN	RAD51	2	2	2	0	2
3410315	O00257	CBX4_HUMAN	CBX4	P53007	TXTP_HUMAN	SLC25A1	2	2	2	0	2
3410316	O00257	CBX4_HUMAN	CBX4	Q99614	TTC1_HUMAN	TTC1	2	2	2	0	2
3410317	O00257	CBX4_HUMAN	CBX4	Q9NRZ9	HELLS_HUMAN	HELLS	2	2	2	0	2
3410318	O00257	CBX4_HUMAN	CBX4	Q96IX5	USMG5_HUMAN	USMG5	2	2	2	0	2
3410319	O00257	CBX4_HUMAN	CBX4	Q9Y2K7	KDM2A_HUMAN	KDM2A	2	2	2	0	2
3559607	O00257	CBX4_HUMAN	CBX4	Q13363	CTBP1_HUMAN	CTBP1	7	5	7	0	8
3683129	O00257	CBX4_HUMAN	CBX4	Q16695	H31T_HUMAN	HIST3H3	2	2	2	0	2
3312332	O00267	SPT5H_HUMAN	SUPT5H	P63272	SPT4H_HUMAN	SUPT4H1	15	9	11	1	16
3322418	O00267	SPT5H_HUMAN	SUPT5H	O14744	ANM5_HUMAN	PRMT5	4	4	2	0	5
3411745	O00267	SPT5H_HUMAN	SUPT5H	Q7L590	MCM10_HUMAN	MCM10	2	2	2	0	2
3411746	O00267	SPT5H_HUMAN	SUPT5H	Q8ND24	RN214_HUMAN	RNF214	2	2	2	0	2
3411747	O00267	SPT5H_HUMAN	SUPT5H	Q8WXH0	SYNE2_HUMAN	SYNE2	2	2	2	0	2
3411748	O00267	SPT5H_HUMAN	SUPT5H	Q9NQG5	RPR1B_HUMAN	RPRD1B	2	2	2	0	2
3411749	O00267	SPT5H_HUMAN	SUPT5H	P52435	RPB11_HUMAN	POLR2J	2	2	2	0	2
3411750	O00267	SPT5H_HUMAN	SUPT5H	Q8NBT0	POC1A_HUMAN	POC1A	2	2	2	0	2
3411751	O00267	SPT5H_HUMAN	SUPT5H	Q14978	NOLC1_HUMAN	NOLC1	2	2	2	0	2
3411755	O00267	SPT5H_HUMAN	SUPT5H	O43516	WIPF1_HUMAN	WIPF1	2	2	2	0	2
3411756	O00267	SPT5H_HUMAN	SUPT5H	Q7KZ85	SPT6H_HUMAN	SUPT6H	3	3	3	0	3
3411757	O00267	SPT5H_HUMAN	SUPT5H	Q6P1J9	CDC73_HUMAN	CDC73	2	2	2	0	2
3411758	O00267	SPT5H_HUMAN	SUPT5H	P19388	RPAB1_HUMAN	POLR2E	3	3	3	0	3
3411759	O00267	SPT5H_HUMAN	SUPT5H	Q6IE81	JADE1_HUMAN	JADE1	2	2	2	0	2
3411760	O00267	SPT5H_HUMAN	SUPT5H	Q7Z333	SETX_HUMAN	SETX	2	2	2	0	2
3411761	O00267	SPT5H_HUMAN	SUPT5H	P62875	RPAB5_HUMAN	POLR2L	2	2	2	0	2
3411762	O00267	SPT5H_HUMAN	SUPT5H	O60244	MED14_HUMAN	MED14	2	2	2	0	2
3411763	O00267	SPT5H_HUMAN	SUPT5H	P36954	RPB9_HUMAN	POLR2I	2	2	2	0	2
3411764	O00267	SPT5H_HUMAN	SUPT5H	O15514	RPB4_HUMAN	POLR2D	2	2	2	0	2
3411765	O00267	SPT5H_HUMAN	SUPT5H	Q92576	PHF3_HUMAN	PHF3	2	2	2	0	2
3411766	O00267	SPT5H_HUMAN	SUPT5H	Q5VT52	RPRD2_HUMAN	RPRD2	2	2	2	0	2
3411767	O00267	SPT5H_HUMAN	SUPT5H	P19387	RPB3_HUMAN	POLR2C	5	3	4	0	5
3411768	O00267	SPT5H_HUMAN	SUPT5H	Q9GZS3	WDR61_HUMAN	WDR61	2	2	2	0	2
3411769	O00267	SPT5H_HUMAN	SUPT5H	Q8N7H5	PAF1_HUMAN	PAF1	3	3	3	0	3
3552758	O00267	SPT5H_HUMAN	SUPT5H	Q13526	PIN1_HUMAN	PIN1	4	4	2	0	4
3603546	O00267	SPT5H_HUMAN	SUPT5H	P50613	CDK7_HUMAN	CDK7	4	3	2	0	4
3655067	O00267	SPT5H_HUMAN	SUPT5H	O60563	CCNT1_HUMAN	CCNT1	2	2	2	0	2
3730420	O00267	SPT5H_HUMAN	SUPT5H	P13984	T2FB_HUMAN	GTF2F2	2	1	2	0	2
3848426	O00267	SPT5H_HUMAN	SUPT5H	P30876	RPB2_HUMAN	POLR2B	2	2	2	0	2
3314300	O00268	TAF4_HUMAN	TAF4	Q16514	TAF12_HUMAN	TAF12	5	5	5	1	7
3549244	O00268	TAF4_HUMAN	TAF4	P08047	SP1_HUMAN	SP1	3	3	2	0	3
3550845	O00268	TAF4_HUMAN	TAF4	P21675	TAF1_HUMAN	TAF1	5	4	5	0	6
3551814	O00268	TAF4_HUMAN	TAF4	P52655	TF2AA_HUMAN	GTF2A1	2	2	2	0	2
3557003	O00268	TAF4_HUMAN	TAF4	Q15545	TAF7_HUMAN	TAF7	3	2	3	0	3
3729697	O00268	TAF4_HUMAN	TAF4	Q9HBM6	TAF9B_HUMAN	TAF9B	2	1	2	0	2
3379447	O00273	DFFA_HUMAN	DFFA	P42574	CASP3_HUMAN	CASP3	4	4	3	0	4
3560991	O00273	DFFA_HUMAN	DFFA	P55210	CASP7_HUMAN	CASP7	2	2	2	0	2
3320424	O00291	HIP1_HUMAN	HIP1	P42858	HD_HUMAN	HTT	8	4	5	0	10
3380333	O00291	HIP1_HUMAN	HIP1	O00291	HIP1_HUMAN	HIP1	3	3	2	0	3
